CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
871157281,07/12/2016,15:00:00,07/12/2016,15:51:00,07/12/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,48,,STREET,,,1014131,247458,40.845847839,-73.89200074,"(40.845847839, -73.89200074)"
288510455,07/12/2016,14:30:00,07/12/2016,14:42:00,07/12/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,OPPOSITE OF,STREET,,,1006150,247445,40.845835558,-73.920846977,"(40.845835558, -73.920846977)"
589911255,07/12/2016,13:52:00,07/12/2016,14:11:00,07/12/2016,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,CLOTHING/BOUTIQUE,,,980497,173184,40.642034102,-74.013524702,"(40.642034102, -74.013524702)"
733795927,07/12/2016,12:55:00,07/12/2016,13:05:00,07/12/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE - APT. HOUSE,,,1021129,212565,40.750049701,-73.866899103,"(40.750049701, -73.866899103)"
867580550,07/12/2016,11:45:00,07/12/2016,12:00:00,07/12/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,101,INSIDE,RESIDENCE - PUBLIC HOUSING,,OCEANSIDE-OCEAN BAY APTS,1043920,156137,40.595043561,-73.785142445,"(40.595043561, -73.785142445)"
953282425,07/12/2016,10:50:00,07/12/2016,11:00:00,07/12/2016,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,,PARK/PLAYGROUND,UNNAMED PARK ON 4TH AVENUE,,979137,172754,40.640853163,-74.01842489,"(40.640853163, -74.01842489)"
805228680,07/12/2016,10:25:00,07/12/2016,10:30:00,07/12/2016,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,,STREET,,,998054,178678,40.65710398,-73.950249979,"(40.65710398, -73.950249979)"
426975417,07/12/2016,09:30:00,07/12/2016,09:31:00,07/12/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,79,INSIDE,RESIDENCE - PUBLIC HOUSING,,ARMSTRONG I,998286,189885,40.687864317,-73.949390484,"(40.687864317, -73.949390484)"
743363825,07/12/2016,09:10:00,07/12/2016,09:15:00,07/12/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,9,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,990808,202418,40.722273155,-73.976342426,"(40.722273155, -73.976342426)"
377167585,07/12/2016,08:40:00,,,07/12/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,48,OPPOSITE OF,STREET,,,1013797,247766,40.846694332,-73.893206578,"(40.846694332, -73.893206578)"
165139598,07/12/2016,07:20:00,07/12/2016,07:35:00,07/12/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,FRONT OF,RESIDENCE - APT. HOUSE,,,1007489,179986,40.660674418,-73.916240484,"(40.660674418, -73.916240484)"
650218588,07/12/2016,06:50:00,07/12/2016,07:30:00,07/12/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BRONX,49,,TRANSIT - NYC SUBWAY,,,1027434,251387,40.856576728,-73.843893678,"(40.856576728, -73.843893678)"
147595712,07/12/2016,05:20:00,07/12/2016,05:30:00,07/12/2016,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,,STREET,,,1021771,189803,40.687570848,-73.864708902,"(40.687570848, -73.864708902)"
381861266,07/12/2016,04:44:00,07/12/2016,04:50:00,07/12/2016,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,STORE UNCLASSIFIED,,,981944,171870,40.638427948,-74.008310248,"(40.638427948, -74.008310248)"
480816097,07/12/2016,04:15:00,,,07/12/2016,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,62,,STREET,,,986165,160101,40.606124588,-73.993104794,"(40.606124588, -73.993104794)"
808579806,07/12/2016,04:10:00,07/12/2016,04:20:00,07/12/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,FRONT OF,STREET,,,984688,204758,40.728698307,-73.998421141,"(40.728698307, -73.998421141)"
574574674,07/12/2016,03:58:00,07/12/2016,04:01:00,07/12/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,FRONT OF,STREET,,,1014078,242599,40.832511484,-73.89221391,"(40.832511484, -73.89221391)"
152094090,07/12/2016,03:00:00,07/12/2016,03:05:00,07/12/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,61,FRONT OF,RESIDENCE - PUBLIC HOUSING,,SHEEPSHEAD BAY,1001023,156428,40.596027283,-73.939604596,"(40.596027283, -73.939604596)"
487967310,07/12/2016,02:45:00,07/12/2016,02:55:00,07/12/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STREET,,,984632,159633,40.604840222,-73.998625739,"(40.604840222, -73.998625739)"
384368565,07/12/2016,01:45:00,,,07/12/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,23,FRONT OF,STREET,,,999769,228033,40.792568606,-73.943955086,"(40.792568606, -73.943955086)"
478270157,07/12/2016,00:15:00,07/12/2016,01:09:00,07/12/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,OPPOSITE OF,STREET,,,983310,214846,40.756387317,-74.003394385,"(40.756387317, -74.003394385)"
814939848,07/11/2016,23:20:00,07/11/2016,23:30:00,07/12/2016,105,ROBBERY,363,"ROBBERY,BAR/RESTAURANT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,RESTAURANT/DINER,,,997109,181920,40.666003978,-73.953649703,"(40.666003978, -73.953649703)"
242382727,07/11/2016,18:30:00,,,07/12/2016,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,62,INSIDE,RESIDENCE - APT. HOUSE,,,987653,159925,40.605641058,-73.987746027,"(40.605641058, -73.987746027)"
570086833,06/24/2016,05:30:00,06/24/2016,05:45:00,07/12/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,FRONT OF,STREET,,,1001675,196385,40.705699282,-73.93715363,"(40.705699282, -73.93715363)"
816890072,07/11/2016,22:27:00,07/11/2016,22:27:00,07/11/2016,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,23,FRONT OF,RESIDENCE - PUBLIC HOUSING,,JOHNSON,1000101,229680,40.797088586,-73.942752192,"(40.797088586, -73.942752192)"
944201493,07/11/2016,22:10:00,07/11/2016,22:12:00,07/11/2016,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,N.Y. TRANSIT POLICE,QUEENS,115,,TRANSIT - NYC SUBWAY,,,1014333,211391,40.746853098,-73.891432203,"(40.746853098, -73.891432203)"
570950793,07/11/2016,21:30:00,07/11/2016,21:30:00,07/11/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,1006267,177975,40.655157788,-73.920651535,"(40.655157788, -73.920651535)"
136042954,07/11/2016,21:30:00,07/11/2016,21:35:00,07/11/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BRONX,41,,STREET,,,1012771,238215,40.820482976,-73.896955563,"(40.820482976, -73.896955563)"
752464585,07/11/2016,20:30:00,07/11/2016,21:00:00,07/11/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1010913,254387,40.864876172,-73.903604184,"(40.864876172, -73.903604184)"
493517881,07/11/2016,19:35:00,07/11/2016,20:06:00,07/11/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,,STREET,,,998034,194525,40.700600439,-73.950289651,"(40.700600439, -73.950289651)"
517524521,07/11/2016,18:00:00,07/11/2016,18:10:00,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,41,FRONT OF,STREET,,,1012060,235815,40.813897919,-73.899534336,"(40.813897919, -73.899534336)"
601730399,07/11/2016,17:50:00,07/11/2016,18:00:00,07/11/2016,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,DEPARTMENT STORE,,,980174,172776,40.640914086,-74.014688327,"(40.640914086, -74.014688327)"
585687222,07/11/2016,17:37:00,07/11/2016,17:50:00,07/11/2016,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47,,DEPARTMENT STORE,,,1021972,265517,40.895384204,-73.863558913,"(40.895384204, -73.863558913)"
353663963,07/11/2016,17:30:00,,,07/11/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,75,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINDEN,1016133,178623,40.65690638,-73.885091156,"(40.65690638, -73.885091156)"
460839090,07/11/2016,17:20:00,07/11/2016,17:30:00,07/11/2016,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,,STREET,,,1017522,182490,40.667515322,-73.880065951,"(40.667515322, -73.880065951)"
951936066,07/11/2016,17:00:00,07/11/2016,17:05:00,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,,PARK/PLAYGROUND,MORNINGSIDE PARK,,996351,236132,40.814803479,-73.956284484,"(40.814803479, -73.956284484)"
414902914,07/11/2016,16:45:00,07/11/2016,16:50:00,07/11/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,,STREET,,,988682,205010,40.729388887,-73.9840106,"(40.729388887, -73.9840106)"
597872007,07/11/2016,16:45:00,07/11/2016,16:55:00,07/11/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,,VAN DYKE I,1010838,181519,40.664872739,-73.904163557,"(40.664872739, -73.904163557)"
267674260,07/11/2016,14:15:00,07/11/2016,15:19:00,07/11/2016,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,FOOD SUPERMARKET,,,987358,221232,40.773914744,-73.988780154,"(40.773914744, -73.988780154)"
169937012,07/11/2016,14:00:00,07/11/2016,14:15:00,07/11/2016,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,,STREET,,,1008136,222840,40.778296557,-73.913756417,"(40.778296557, -73.913756417)"
805054189,07/11/2016,13:40:00,07/11/2016,13:53:00,07/11/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1012538,251399,40.856669957,-73.897741784,"(40.856669957, -73.897741784)"
834024695,07/11/2016,13:40:00,07/11/2016,13:45:00,07/11/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,,STREET,,,993667,168638,40.629552088,-73.966075326,"(40.629552088, -73.966075326)"
375027887,07/11/2016,13:20:00,07/11/2016,14:40:00,07/11/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,OTHER,,,1015633,177365,40.653455233,-73.88689907,"(40.653455233, -73.88689907)"
356832295,07/11/2016,13:15:00,,,07/11/2016,105,ROBBERY,366,"ROBBERY,BICYCLE",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1009320,244794,40.838550909,-73.909399374,"(40.838550909, -73.909399374)"
878674919,07/11/2016,13:00:00,07/11/2016,13:05:00,07/11/2016,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,,STREET,,,1000545,158896,40.602802335,-73.941319843,"(40.602802335, -73.941319843)"
886164189,07/11/2016,13:00:00,07/11/2016,20:30:00,07/11/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1007252,239375,40.823682942,-73.916891628,"(40.823682942, -73.916891628)"
318649032,07/11/2016,12:30:00,07/11/2016,12:40:00,07/11/2016,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,PUBLIC SCHOOL,,,989989,183235,40.669620838,-73.979313439,"(40.669620838, -73.979313439)"
126247010,07/11/2016,11:30:00,07/11/2016,11:35:00,07/11/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,,STREET,,,1018441,181412,40.664552953,-73.876758706,"(40.664552953, -73.876758706)"
224569313,07/11/2016,11:20:00,07/11/2016,12:22:00,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,REAR OF,OTHER,,,1002625,171843,40.63833508,-73.933794106,"(40.63833508, -73.933794106)"
618497855,07/11/2016,11:15:00,07/11/2016,11:20:00,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,STREET,,,1020941,190498,40.689481941,-73.867697911,"(40.689481941, -73.867697911)"
595980413,07/11/2016,10:45:00,07/11/2016,11:00:00,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,FRONT OF,STREET,,,996749,206730,40.734102145,-73.954901324,"(40.734102145, -73.954901324)"
396012147,07/11/2016,10:20:00,07/11/2016,10:50:00,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,,STREET,,,1000207,172074,40.638973813,-73.942505902,"(40.638973813, -73.942505902)"
703999783,07/11/2016,10:20:00,,,07/11/2016,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,GROCERY/BODEGA,,,1015391,181282,40.664207385,-73.887753132,"(40.664207385, -73.887753132)"
400801777,07/11/2016,10:05:00,07/11/2016,10:10:00,07/11/2016,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,DEPARTMENT STORE,,,1000267,194771,40.701271891,-73.942235786,"(40.701271891, -73.942235786)"
956939930,07/11/2016,09:00:00,07/11/2016,09:01:00,07/11/2016,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,FRONT OF,STREET,,,979564,173259,40.642239516,-74.016886651,"(40.642239516, -74.016886651)"
273454766,07/11/2016,06:30:00,07/11/2016,06:35:00,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40,OPPOSITE OF,STREET,,,1006115,238062,40.820082016,-73.921004063,"(40.820082016, -73.921004063)"
894101051,07/11/2016,06:00:00,,,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,,STREET,,,999342,233575,40.807780622,-73.945484727,"(40.807780622, -73.945484727)"
468515503,07/11/2016,04:56:00,07/11/2016,04:58:00,07/11/2016,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,GROCERY/BODEGA,,,1003174,252152,40.858761753,-73.931590022,"(40.858761753, -73.931590022)"
191739007,07/11/2016,04:30:00,07/11/2016,04:40:00,07/11/2016,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,FRONT OF,STREET,,,995247,156502,40.596239447,-73.960402908,"(40.596239447, -73.960402908)"
668335279,07/11/2016,04:30:00,07/11/2016,05:00:00,07/11/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,,,1020341,189878,40.687782652,-73.869864761,"(40.687782652, -73.869864761)"
762243178,07/11/2016,04:20:00,07/11/2016,04:24:00,07/11/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,68,FRONT OF,STREET,,,984853,167380,40.626104125,-73.997829158,"(40.626104125, -73.997829158)"
183325587,07/11/2016,04:10:00,07/11/2016,04:30:00,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,FRONT OF,STREET,,,1014449,241463,40.829392231,-73.890878366,"(40.829392231, -73.890878366)"
445862412,07/11/2016,04:00:00,07/11/2016,04:25:00,07/11/2016,105,ROBBERY,363,"ROBBERY,BAR/RESTAURANT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,76,INSIDE,RESTAURANT/DINER,,,979887,185175,40.674946487,-74.015730487,"(40.674946487, -74.015730487)"
666739823,07/11/2016,04:00:00,07/11/2016,04:20:00,07/11/2016,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,,STREET,,,1040762,183220,40.669401169,-73.796286903,"(40.669401169, -73.796286903)"
288174191,07/11/2016,03:40:00,,,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,FRONT OF,STREET,,,998638,231227,40.801337182,-73.948032812,"(40.801337182, -73.948032812)"
836049102,07/11/2016,03:30:00,,,07/11/2016,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,FRONT OF,STREET,,,1012120,252873,40.860716972,-73.899246702,"(40.860716972, -73.899246702)"
979961907,07/11/2016,03:15:00,07/11/2016,03:20:00,07/11/2016,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1025866,238415,40.820979933,-73.849642388,"(40.820979933, -73.849642388)"
690044630,07/11/2016,01:55:00,,,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,,STREET,,,1015140,255733,40.868556751,-73.888315722,"(40.868556751, -73.888315722)"
687451875,07/10/2016,23:25:00,07/10/2016,23:50:00,07/11/2016,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,,,1001354,194181,40.699650446,-73.938316997,"(40.699650446, -73.938316997)"
129510121,07/10/2016,22:45:00,,,07/11/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1011095,253283,40.861845475,-73.902950605,"(40.861845475, -73.902950605)"
185600678,07/10/2016,13:00:00,07/10/2016,13:10:00,07/11/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,STREET,,,988050,214940,40.756644557,-73.986285275,"(40.756644557, -73.986285275)"
487578432,07/10/2016,08:50:00,07/10/2016,09:00:00,07/11/2016,105,ROBBERY,360,"ROBBERY,ATM LOCATION",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,ATM,,,993493,232857,40.805817964,-73.966614015,"(40.805817964, -73.966614015)"
184969042,07/10/2016,02:00:00,07/10/2016,02:00:00,07/11/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,76,INSIDE,RESIDENCE - PUBLIC HOUSING,,,982689,185908,40.676959345,-74.005629172,"(40.676959345, -74.005629172)"
723080118,07/09/2016,20:30:00,07/09/2016,20:40:00,07/11/2016,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49,,STREET,,,1021156,251846,40.857865019,-73.866585736,"(40.857865019, -73.866585736)"
299523381,07/09/2016,01:20:00,07/09/2016,01:30:00,07/11/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40,INSIDE,FAST FOOD,,,1007162,236695,40.816327333,-73.917225961,"(40.816327333, -73.917225961)"
391820234,07/06/2016,15:15:00,07/06/2016,15:30:00,07/11/2016,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,79,INSIDE,FAST FOOD,,,1001063,186966,40.67984749,-73.939384473,"(40.67984749, -73.939384473)"
565129354,07/10/2016,23:34:00,07/10/2016,23:49:00,07/10/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,109,INSIDE,PARK/PLAYGROUND,KISSENA CORRIDOR PARK,,1033346,212676,40.750294976,-73.822805246,"(40.750294976, -73.822805246)"
149126363,07/10/2016,22:55:00,07/10/2016,23:09:00,07/10/2016,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,,OTHER,,,1011346,175262,40.647697112,-73.902357584,"(40.647697112, -73.902357584)"
399020963,07/10/2016,22:40:00,,,07/10/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,,STREET,,,1017713,259756,40.879589261,-73.878992714,"(40.879589261, -73.878992714)"
981253337,07/10/2016,22:15:00,07/10/2016,22:25:00,07/10/2016,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47,INSIDE,COMMERCIAL BUILDING,,,1023635,264684,40.89309062,-73.857548661,"(40.89309062, -73.857548661)"
926898891,07/10/2016,22:06:00,,,07/10/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,,STREET,,,1010469,251230,40.856212489,-73.905221767,"(40.856212489, -73.905221767)"
846034611,07/10/2016,22:00:00,07/10/2016,22:05:00,07/10/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,REAR OF,OTHER,,,1043648,191015,40.690777723,-73.785814782,"(40.690777723, -73.785814782)"
483421040,07/10/2016,20:35:00,07/10/2016,20:45:00,07/10/2016,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,,STREET,,,1034150,193486,40.697618679,-73.820045756,"(40.697618679, -73.820045756)"
350961108,07/10/2016,20:25:00,07/10/2016,20:31:00,07/10/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,SMALL MERCHANT,,,984047,205968,40.73201947,-74.000733909,"(40.73201947, -74.000733909)"
548205359,07/10/2016,20:10:00,07/10/2016,20:15:00,07/10/2016,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,,STREET,,,1011028,185582,40.676024188,-73.903462553,"(40.676024188, -73.903462553)"
349154375,07/10/2016,20:00:00,,,07/10/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1008495,244934,40.838937472,-73.912380387,"(40.838937472, -73.912380387)"
