INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC
2014396914.0,2014396914521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2014-07-31 00:49:59,,2014-07-31 00:56:00,W 8TH AVE / N KING ST,3131268.0,1690870.0,-105.0332921,39.7293157,1,122,villa-park,1,0
2014444655.0,2014444655521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2014-08-23 21:04:59,2014-08-23 21:14:59,2014-08-23 22:05:00,2900 BLK S VRAIN ST,3127569.0,1666466.0,-105.046876,39.6623725,4,423,harvey-park-south,1,0
2014289650.0,2014289650521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2014-06-06 22:19:59,2014-06-06 22:22:59,2014-06-06 22:22:59,W 8TH AVE / N KNOX CT,3131601.0,1690864.0,-105.0321083,39.7292945,1,122,villa-park,1,0
2015423495.0,2015423495521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-07-26 22:40:00,,2015-07-27 04:22:59,S SHERIDAN BLVD / W HARVEY PL,3125741.0,1672234.0,-105.0532682,39.678232,4,421,harvey-park,1,0
2016357863.0,2016357863521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-06-07 23:46:59,,2016-06-07 23:46:59,4322 N FREEPORT WAY,3191861.0,1707747.0,-104.8174169,39.7745936,5,512,montbello,1,0
2016511928.0,2016511928521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-08-12 15:36:00,,2016-08-12 15:59:59,E 30TH AVE / N KEARNEY ST,3163740.0,1702298.0,-104.9175841,39.7601728,2,221,north-park-hill,1,0
2016695533.0,2016695533521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-10-30 03:01:59,,2016-10-30 05:01:59,400 BLOCK N ZENOBIA ST,3126084.0,1688327.0,-105.0517675,39.7224063,4,411,barnum-west,1,0
2016484809.0,2016484809521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-07-31 21:40:00,,2016-08-01 00:33:59,4000 N ALBION ST,3157986.0,1707123.0,-104.9379442,39.7735176,2,221,northeast-park-hill,1,0
201714309.0,201714309521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2017-01-07 20:17:59,,2017-01-07 20:38:00,W OHIO AVE / S BRYANT ST,3135603.0,1681059.0,-105.0180649,39.7023203,4,412,athmar-park,1,0
2016772185.0,2016772185521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-12-04 01:19:59,,2016-12-04 01:21:59,3200 BLK N CLAYTON ST,3153350.0,1702981.0,-104.9545254,39.7622248,2,212,clayton,1,0
2016657495.0,2016657495521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-10-13 22:56:00,2016-10-13 22:57:00,2016-10-13 22:57:00,4500 BLK W 6TH AVE,3127915.0,1689597.0,-105.0452358,39.7258678,1,122,villa-park,1,0
2016695566.0,2016695566521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-10-30 03:27:59,,2016-10-30 03:27:59,3535 W EXPOSITION AVE,3131115.0,1681711.0,-105.0340031,39.7041745,4,412,westwood,1,0
2016730090.0,2016730090521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-11-14 12:07:00,,2016-11-14 13:51:59,E COLFAX AVE / N GILPIN ST,3149825.0,1694868.0,-104.967233,39.7400107,6,622,cheesman-park,1,0
2015437090.0,2015437090521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-08-02 00:56:00,,2015-08-02 00:56:00,3240 N HUMBOLDT ST,3149092.0,1703096.0,-104.9696686,39.7626097,2,211,cole,1,0
2016549103.0,2016549103521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-08-28 03:17:00,,2016-08-28 03:17:00,2900 BLK N BIRCH ST,3158446.0,1702057.0,-104.9364195,39.7596029,2,221,north-park-hill,1,0
2016675300.0,2016675300521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-10-21 20:19:59,2016-10-21 20:25:00,2016-10-21 21:17:59,2000 BLOCK W GILL PL,3137526.0,1681875.0,-105.011215,39.7045322,4,412,athmar-park,1,0
2016568107.0,2016568107521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-09-05 02:35:00,2016-09-05 02:39:00,2016-09-05 02:39:00,,3133972.0,1698640.0,-105.0235337,39.7506073,1,121,jefferson-park,1,0
2016568136.0,2016568136521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-09-05 03:07:00,,2016-09-05 03:40:00,1601 W EVANS AVE,3138823.0,1672511.0,-105.0067861,39.6788066,4,422,college-view-south-platte,1,0
2016568215.0,2016568215521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-09-05 04:44:00,,2016-09-05 05:00:00,2500 BLOCK N NEWPORT ST,3166150.0,1699899.0,-104.9090676,39.7535445,2,222,north-park-hill,1,0
